VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.750000e+00 2.438630e-02 9.995294e-01 9.999218e-01 9.999243e-01 9.993412e-01 1.195249e+00 0 0 -3.635465e-04 3.989581e-05 -1.305043e-04 -1.147632e-03 -1.704001e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.500000e+00 1.154849e-01 1.000073e+00 9.999228e-01 9.999660e-01 1.000102e+00 1.195145e+00 0 0 3.000476e-04 2.390436e-04 1.661179e-04 7.548178e-04 -7.292564e-05
-6.475614e+00 3.663799e-01 9.999529e-01 9.999986e-01 1.000140e+00 9.999340e-01 1.195323e+00 0 0 2.343546e-04 2.941403e-04 3.901045e-04 6.336601e-04 9.596416e-05
-6.750000e+00 1.039337e-01 9.999333e-01 9.998499e-01 9.999164e-01 9.999067e-01 1.195105e+00 0 0 2.741718e-04 2.798765e-04 1.665707e-04 5.140506e-04 -1.133058e-04
-6.725614e+00 3.552447e-01 9.998713e-01 9.999392e-01 1.000039e+00 9.998199e-01 1.195246e+00 0 0 2.196999e-04 3.450502e-04 3.862772e-04 4.296707e-04 4.122708e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.475614e+00 3.663799e-01 9.999568e-01 9.999983e-01 1.000143e+00 9.999395e-01 1.195323e+00 0 0 2.401851e-04 3.372254e-04 4.141986e-04 3.650679e-04 7.697316e-05
-6.452165e+00 6.172002e-01 9.998312e-01 1.000092e+00 1.000231e+00 9.997637e-01 1.195462e+00 0 0 7.625350e-05 3.860718e-04 4.470284e-04 2.362586e-04 6.095660e-05
-6.725614e+00 3.552447e-01 9.998723e-01 9.999370e-01 1.000039e+00 9.998212e-01 1.195245e+00 0 0 2.218249e-04 4.706439e-04 4.032086e-04 3.178969e-04 -6.743530e-05
-6.702165e+00 6.064688e-01 9.998338e-01 1.000068e+00 1.000121e+00 9.997673e-01 1.195381e+00 0 0 7.111850e-05 5.464378e-04 4.360699e-04 2.322118e-04 -1.103679e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.452165e+00 6.172002e-01 9.998384e-01 1.000094e+00 1.000223e+00 9.997738e-01 1.195457e+00 0 0 7.647674e-05 3.114998e-04 4.608068e-04 -1.543276e-04 1.493070e-04
-6.430554e+00 8.679210e-01 9.997804e-01 1.000172e+00 1.000197e+00 9.996925e-01 1.195502e+00 0 0 -7.231472e-05 3.331234e-04 3.387316e-04 -2.032068e-04 5.608149e-06
-6.702165e+00 6.064688e-01 9.998391e-01 1.000071e+00 1.000115e+00 9.997747e-01 1.195378e+00 0 0 7.335435e-05 4.455372e-04 4.450055e-04 -4.541180e-05 -5.316830e-07
-6.680554e+00 8.575651e-01 9.998666e-01 1.000184e+00 1.000118e+00 9.998132e-01 1.195441e+00 0 0 -6.353748e-05 4.886793e-04 3.227693e-04 -5.139456e-05 -1.659101e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.430554e+00 8.679210e-01 9.997855e-01 1.000175e+00 1.000184e+00 9.996997e-01 1.195495e+00 0 0 -7.807553e-05 2.049472e-04 3.299929e-04 -4.269114e-04 1.250457e-04
-6.411612e+00 1.118525e+00 9.998199e-01 1.000221e+00 1.000100e+00 9.997478e-01 1.195464e+00 0 0 -1.110925e-04 1.992486e-04 1.422300e-04 -3.702486e-04 -5.701861e-05
-6.680554e+00 8.575651e-01 9.998713e-01 1.000189e+00 1.000110e+00 9.998199e-01 1.195438e+00 0 0 -6.316931e-05 2.487905e-04 3.133575e-04 -2.429103e-04 6.456699e-05
-6.661612e+00 1.108500e+00 9.999563e-01 1.000244e+00 1.000069e+00 9.999389e-01 1.195426e+00 0 0 -9.266185e-05 2.418571e-04 1.268837e-04 -1.630549e-04 -1.149734e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.411612e+00 1.118525e+00 9.998197e-01 1.000224e+00 1.000091e+00 9.997475e-01 1.195460e+00 0 0 -1.161454e-04 7.125706e-05 1.135026e-04 -2.994380e-04 4.224556e-05
-6.396066e+00 1.369001e+00 9.999131e-01 1.000236e+00 1.000035e+00 9.998783e-01 1.195411e+00 0 0 -2.367190e-05 4.804325e-05 -4.332883e-05 -1.854121e-04 -9.137208e-05
-6.661612e+00 1.108500e+00 9.999568e-01 1.000249e+00 1.000066e+00 9.999395e-01 1.195427e+00 0 0 -9.196888e-05 4.750957e-06 1.009224e-04 -1.288683e-04 9.617140e-05
-6.646066e+00 1.359250e+00 1.000047e+00 1.000241e+00 1.000045e+00 1.000066e+00 1.195388e+00 0 0 -7.926812e-06 -3.851238e-05 -5.021199e-05 -2.899586e-05 -1.169961e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.396066e+00 1.369001e+00 9.999091e-01 1.000237e+00 1.000035e+00 9.998728e-01 1.195413e+00 0 0 -2.274039e-05 -3.024047e-05 -7.322314e-05 5.383937e-05 -4.298267e-05
-6.384515e+00 1.619343e+00 9.999989e-01 1.000226e+00 1.000055e+00 9.999985e-01 1.195397e+00 0 0 1.155468e-04 -5.805213e-05 -1.265728e-04 1.487929e-04 -6.852068e-05
-6.646066e+00 1.359250e+00 1.000044e+00 1.000243e+00 1.000050e+00 1.000062e+00 1.195393e+00 0 0 -5.315125e-06 -1.483593e-04 -7.610915e-05 1.335553e-04 7.225020e-05
-6.634515e+00 1.609797e+00 1.000087e+00 1.000200e+00 1.000082e+00 1.000122e+00 1.195377e+00 0 0 1.184211e-04 -1.960633e-04 -1.219901e-04 1.844971e-04 7.407315e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.384515e+00 1.619343e+00 9.999957e-01 1.000226e+00 1.000063e+00 9.999939e-01 1.195402e+00 0 0 1.208559e-04 -4.953977e-05 -1.379003e-04 3.142016e-04 -8.836050e-05
-6.377402e+00 1.869549e+00 1.000029e+00 1.000213e+00 1.000135e+00 1.000041e+00 1.195430e+00 0 0 2.109471e-04 -6.832479e-05 -7.213172e-05 3.408221e-04 -3.806933e-06
-6.634515e+00 1.609797e+00 1.000085e+00 1.000198e+00 1.000091e+00 1.000119e+00 1.195381e+00 0 0 1.212391e-04 -1.381931e-04 -1.304551e-04 2.716266e-04 7.738001e-06
-6.627402e+00 1.860129e+00 1.000057e+00 1.000165e+00 1.000148e+00 1.000080e+00 1.195402e+00 0 0 2.009993e-04 -1.623017e-04 -6.126270e-05 2.535596e-04 1.010390e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.377402e+00 1.869549e+00 1.000030e+00 1.000211e+00 1.000145e+00 1.000041e+00 1.195435e+00 0 0 2.151691e-04 2.015334e-05 -6.003332e-05 2.924326e-04 -8.018666e-05
-6.375000e+00 2.119618e+00 9.999891e-01 1.000219e+00 1.000205e+00 9.999847e-01 1.195485e+00 0 0 2.193737e-04 1.938977e-05 7.135635e-05 2.501792e-04 5.196657e-05
-6.627402e+00 1.860129e+00 1.000058e+00 1.000161e+00 1.000155e+00 1.000082e+00 1.195404e+00 0 0 2.013081e-04 2.023613e-06 -4.879438e-05 1.679550e-04 -5.081799e-05
-6.625000e+00 2.110240e+00 9.999734e-01 1.000166e+00 1.000185e+00 9.999628e-01 1.195445e+00 0 0 2.047946e-04 9.833500e-06 8.004438e-05 1.058916e-04 7.021088e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.375000e+00 2.119618e+00 9.999924e-01 1.000217e+00 1.000212e+00 9.999894e-01 1.195486e+00 0 0 2.193519e-04 1.288783e-04 9.552637e-05 4.559595e-05 -3.335192e-05
-6.377402e+00 2.369549e+00 9.998998e-01 1.000252e+00 1.000210e+00 9.998597e-01 1.195529e+00 0 0 1.656782e-04 1.445274e-04 2.037192e-04 -3.020255e-05 5.919182e-05
-6.625000e+00 2.110240e+00 9.999764e-01 1.000163e+00 1.000187e+00 9.999670e-01 1.195444e+00 0 0 2.022818e-04 1.660021e-04 1.022393e-04 -7.288923e-05 -6.376280e-05
-6.627402e+00 2.360129e+00 9.998706e-01 1.000210e+00 1.000161e+00 9.998188e-01 1.195481e+00 0 0 1.549381e-04 1.937544e-04 2.053816e-04 -1.390659e-04 1.162723e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.377402e+00 2.369549e+00 9.999030e-01 1.000251e+00 1.000210e+00 9.998642e-01 1.195527e+00 0 0 1.628711e-04 2.022889e-04 2.234139e-04 -2.202885e-04 2.112498e-05
-6.384515e+00 2.619343e+00 9.998041e-01 1.000303e+00 1.000148e+00 9.997257e-01 1.195545e+00 0 0 1.048078e-04 2.231490e-04 2.440631e-04 -2.851788e-04 2.091417e-05
-6.627402e+00 2.360129e+00 9.998726e-01 1.000209e+00 1.000158e+00 9.998217e-01 1.195478e+00 0 0 1.520530e-04 2.515106e-04 2.221024e-04 -2.588738e-04 -2.940816e-05
-6.634515e+00 2.609797e+00 9.997875e-01 1.000274e+00 1.000091e+00 9.997026e-01 1.195497e+00 0 0 1.012247e-04 2.789941e-04 2.396770e-04 -2.983200e-04 -3.931709e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.384515e+00 2.619343e+00 9.998047e-01 1.000304e+00 1.000142e+00 9.997266e-01 1.195542e+00 0 0 1.028151e-04 1.940658e-04 2.493631e-04 -3.317845e-04 5.529728e-05
-6.396066e+00 2.869001e+00 9.997445e-01 1.000352e+00 1.000060e+00 9.996423e-01 1.195536e+00 0 0 7.611341e-05 2.077677e-04 1.795718e-04 -3.569962e-04 -2.819583e-05
-6.634515e+00 2.609797e+00 9.997870e-01 1.000275e+00 1.000085e+00 9.997018e-01 1.195495e+00 0 0 1.007219e-04 2.216194e-04 2.426657e-04 -2.759550e-04 2.104630e-05
-6.646066e+00 2.859250e+00 9.997522e-01 1.000329e+00 1.000020e+00 9.996531e-01 1.195496e+00 0 0 7.786170e-05 2.346305e-04 1.732805e-04 -2.780254e-04 -6.135000e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.396066e+00 2.869001e+00 9.997426e-01 1.000354e+00 1.000053e+00 9.996396e-01 1.195533e+00 0 0 7.711596e-05 1.125943e-04 1.714651e-04 -2.572849e-04 5.887074e-05
-6.411612e+00 3.118525e+00 9.997422e-01 1.000379e+00 9.999952e-01 9.996390e-01 1.195514e+00 0 0 8.490628e-05 1.138650e-04 5.832089e-05 -2.416286e-04 -5.554407e-05
-6.646066e+00 2.859250e+00 9.997498e-01 1.000332e+00 1.000013e+00 9.996497e-01 1.195495e+00 0 0 8.047425e-05 1.109735e-04 1.645283e-04 -1.480186e-04 5.355479e-05
-6.661612e+00 3.108500e+00 9.997706e-01 1.000355e+00 9.999828e-01 9.996788e-01 1.195485e+00 0 0 8.815620e-05 1.078794e-04 5.377786e-05 -1.224139e-04 -5.410151e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.411612e+00 3.118525e+00 9.997394e-01 1.000381e+00 9.999899e-01 9.996352e-01 1.195513e+00 0 0 8.834685e-05 4.642654e-06 4.489621e-05 -8.629922e-05 4.025356e-05
-6.430554e+00 3.367921e+00 9.997895e-01 1.000377e+00 9.999765e-01 9.997053e-01 1.195490e+00 0 0 1.132165e-04 -3.224202e-06 -5.588065e-05 -5.005034e-05 -5.265644e-05
-6.661612e+00 3.108500e+00 9.997681e-01 1.000358e+00 9.999792e-01 9.996753e-01 1.195485e+00 0 0 9.240877e-05 -1.410863e-05 4.127421e-05 1.929141e-05 5.538285e-05
-6.680554e+00 3.357565e+00 9.998267e-01 1.000349e+00 9.999901e-01 9.997573e-01 1.195473e+00 0 0 1.150088e-04 -2.573776e-05 -5.727092e-05 5.216295e-05 -3.153316e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.430554e+00 3.367921e+00 9.997875e-01 1.000379e+00 9.999749e-01 9.997026e-01 1.195491e+00 0 0 1.170265e-04 -8.233999e-05 -6.639713e-05 6.661931e-05 1.594286e-05
-6.452165e+00 3.617200e+00 9.998592e-01 1.000353e+00 9.999976e-01 9.998029e-01 1.195472e+00 0 0 1.404024e-04 -9.229770e-05 -1.243088e-04 9.908364e-05 -3.201114e-05
-6.680554e+00 3.357565e+00 9.998254e-01 1.000350e+00 9.999899e-01 9.997555e-01 1.195474e+00 0 0 1.187586e-04 -1.023881e-04 -6.617582e-05 1.324413e-04 3.621224e-05
-6.702165e+00 3.606469e+00 9.998933e-01 1.000320e+00 1.000027e+00 9.998506e-01 1.195461e+00 0 0 1.397027e-04 -1.136985e-04 -1.230767e-04 1.549674e-04 -9.378232e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.452165e+00 3.617200e+00 9.998587e-01 1.000354e+00 9.999991e-01 9.998021e-01 1.195473e+00 0 0 1.429127e-04 -1.266483e-04 -1.282410e-04 1.407687e-04 -1.592728e-06
-6.475614e+00 3.866380e+00 9.999225e-01 1.000318e+00 1.000037e+00 9.998915e-01 1.195459e+00 0 0 1.557968e-04 -1.336007e-04 -1.439857e-04 1.558159e-04 -1.038497e-05
-6.702165e+00 3.606469e+00 9.998933e-01 1.000320e+00 1.000029e+00 9.998506e-01 1.195463e+00 0 0 1.416938e-04 -1.388861e-04 -1.256246e-04 1.624695e-04 1.326145e-05
-6.725614e+00 3.855245e+00 9.999470e-01 1.000281e+00 1.000071e+00 9.999259e-01 1.195452e+00 0 0 1.530776e-04 -1.453875e-04 -1.414579e-04 1.683914e-04 3.929615e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.475614e+00 3.866380e+00 9.999228e-01 1.000318e+00 1.000040e+00 9.998919e-01 1.195461e+00 0 0 1.566247e-04 -1.333813e-04 -1.424647e-04 1.427494e-04 -9.083366e-06
-6.500000e+00 4.115485e+00 9.999624e-01 1.000280e+00 1.000076e+00 9.999473e-01 1.195451e+00 0 0 1.591105e-04 -1.364326e-04 -1.329080e-04 1.410889e-04 3.524574e-06
-6.725614e+00 3.855245e+00 9.999477e-01 1.000281e+00 1.000073e+00 9.999268e-01 1.195453e+00 0 0 1.533448e-04 -1.365968e-04 -1.391899e-04 1.353013e-04 -2.593044e-06
-6.750000e+00 4.103934e+00 9.999777e-01 1.000243e+00 1.000107e+00 9.999687e-01 1.195443e+00 0 0 1.554394e-04 -1.387422e-04 -1.302625e-04 1.291442e-04 8.479690e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.500000e+00 4.115485e+00 9.999629e-01 1.000280e+00 1.000079e+00 9.999480e-01 1.195452e+00 0 0 1.587842e-04 -1.192332e-04 -1.291732e-04 1.114380e-04 -9.940023e-06
-6.524386e+00 4.364548e+00 9.999770e-01 1.000247e+00 1.000106e+00 9.999678e-01 1.195445e+00 0 0 1.545654e-04 -1.202263e-04 -1.100334e-04 1.019322e-04 1.019286e-05
-6.750000e+00 4.103934e+00 9.999783e-01 1.000243e+00 1.000109e+00 9.999696e-01 1.195444e+00 0 0 1.547010e-04 -1.160559e-04 -1.262809e-04 9.148130e-05 -1.022503e-05
-6.774386e+00 4.352585e+00 9.999872e-01 1.000211e+00 1.000132e+00 9.999821e-01 1.195437e+00 0 0 1.508955e-04 -1.164755e-04 -1.078843e-04 8.187890e-05 8.591144e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.524386e+00 4.364548e+00 9.999773e-01 1.000246e+00 1.000108e+00 9.999682e-01 1.195446e+00 0 0 1.537187e-04 -9.777886e-05 -1.066346e-04 7.887941e-05 -8.855707e-06
-6.547835e+00 4.613607e+00 9.999736e-01 1.000219e+00 1.000127e+00 9.999630e-01 1.195442e+00 0 0 1.458561e-04 -9.865891e-05 -8.500569e-05 7.004063e-05 1.365321e-05
-6.774386e+00 4.352585e+00 9.999876e-01 1.000210e+00 1.000133e+00 9.999827e-01 1.195437e+00 0 0 1.497862e-04 -9.084487e-05 -1.043945e-04 5.540399e-05 -1.354968e-05
-6.797835e+00 4.601252e+00 9.999838e-01 1.000185e+00 1.000148e+00 9.999773e-01 1.195431e+00 0 0 1.427381e-04 -9.151466e-05 -8.345294e-05 4.860018e-05 8.061724e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.547835e+00 4.613607e+00 9.999737e-01 1.000218e+00 1.000128e+00 9.999632e-01 1.195442e+00 0 0 1.447871e-04 -7.443142e-05 -8.272292e-05 5.497084e-05 -8.291498e-06
-6.569446e+00 4.862705e+00 9.999611e-01 1.000197e+00 1.000142e+00 9.999456e-01 1.195441e+00 0 0 1.346863e-04 -7.579543e-05 -5.927634e-05 5.042998e-05 1.651909e-05
-6.797835e+00 4.601252e+00 9.999841e-01 1.000184e+00 1.000148e+00 9.999777e-01 1.195431e+00 0 0 1.415002e-04 -6.510040e-05 -8.102524e-05 2.999052e-05 -1.592484e-05
-6.819446e+00 4.849993e+00 9.999750e-01 1.000165e+00 1.000156e+00 9.999650e-01 1.195427e+00 0 0 1.323098e-04 -6.635356e-05 -5.818806e-05 2.756480e-05 8.165502e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.569446e+00 4.862705e+00 9.999614e-01 1.000197e+00 1.000142e+00 9.999459e-01 1.195440e+00 0 0 1.334248e-04 -4.946937e-05 -5.767719e-05 3.445870e-05 -8.207822e-06
-6.588388e+00 5.111889e+00 9.999459e-01 1.000182e+00 1.000151e+00 9.999242e-01 1.195441e+00 0 0 1.216569e-04 -5.078235e-05 -3.192181e-05 3.351088e-05 1.886054e-05
-6.819446e+00 4.849993e+00 9.999754e-01 1.000165e+00 1.000157e+00 9.999655e-01 1.195426e+00 0 0 1.309412e-04 -3.834765e-05 -5.640772e-05 7.861996e-06 -1.806007e-05
-6.838388e+00 5.098866e+00 9.999652e-01 1.000153e+00 1.000159e+00 9.999513e-01 1.195424e+00 0 0 1.200194e-04 -3.949252e-05 -3.119051e-05 8.273154e-06 8.302008e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.588388e+00 5.111889e+00 9.999463e-01 1.000182e+00 1.000151e+00 9.999248e-01 1.195441e+00 0 0 1.202192e-04 -2.284166e-05 -3.039266e-05 1.015615e-05 -7.550995e-06
-6.603934e+00 5.361200e+00 9.999305e-01 1.000175e+00 1.000154e+00 9.999026e-01 1.195442e+00 0 0 1.073690e-04 -2.335751e-05 -3.717588e-06 1.058007e-05 1.963992e-05
-6.838388e+00 5.098866e+00 9.999657e-01 1.000153e+00 1.000159e+00 9.999520e-01 1.195423e+00 0 0 1.185334e-04 -1.053011e-05 -2.957303e-05 -1.686307e-05 -1.904292e-05
-6.853934e+00 5.347925e+00 9.999558e-01 1.000149e+00 1.000156e+00 9.999381e-01 1.195421e+00 0 0 1.064119e-04 -1.083763e-05 -3.352255e-06 -1.572684e-05 7.485373e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.603934e+00 5.361200e+00 9.999310e-01 1.000174e+00 1.000154e+00 9.999034e-01 1.195441e+00 0 0 1.058927e-04 3.534963e-06 -2.041031e-06 -1.973067e-05 -5.575994e-06
-6.615485e+00 5.610677e+00 9.999157e-01 1.000174e+00 1.000149e+00 9.998820e-01 1.195442e+00 0 0 9.274518e-05 4.158281e-06 2.237350e-05 -1.953479e-05 1.821522e-05
-6.853934e+00 5.347925e+00 9.999563e-01 1.000148e+00 1.000155e+00 9.999388e-01 1.195421e+00 0 0 1.049472e-04 1.624024e-05 -1.778005e-06 -4.426726e-05 -1.801825e-05
-6.865485e+00 5.597216e+00 9.999468e-01 1.000152e+00 1.000145e+00 9.999255e-01 1.195418e+00 0 0 9.240684e-05 1.703267e-05 2.228976e-05 -4.362422e-05 5.257088e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.615485e+00 5.610677e+00 9.999163e-01 1.000174e+00 1.000149e+00 9.998828e-01 1.195442e+00 0 0 9.145700e-05 2.626769e-05 2.402882e-05 -5.181687e-05 -2.238866e-06
-6.622598e+00 5.860351e+00 9.999018e-01 1.000180e+00 1.000136e+00 9.998625e-01 1.195441e+00 0 0 7.875949e-05 2.791505e-05 4.269074e-05 -5.230127e-05 1.477569e-05
-6.865485e+00 5.597216e+00 9.999473e-01 1.000151e+00 1.000144e+00 9.999262e-01 1.195418e+00 0 0 9.117869e-05 3.859124e-05 2.364124e-05 -7.050995e-05 -1.495000e-05
-6.872598e+00 5.846776e+00 9.999381e-01 1.000161e+00 1.000127e+00 9.999133e-01 1.195415e+00 0 0 7.897640e-05 4.031993e-05 4.208343e-05 -7.057294e-05 1.763494e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.622598e+00 5.860351e+00 9.999023e-01 1.000180e+00 1.000136e+00 9.998632e-01 1.195441e+00 0 0 7.787816e-05 4.199083e-05 4.402914e-05 -8.099545e-05 2.038308e-06
-6.625000e+00 6.110240e+00 9.998890e-01 1.000191e+00 1.000116e+00 9.998446e-01 1.195438e+00 0 0 6.609286e-05 4.431451e-05 5.433563e-05 -8.189339e-05 1.002112e-05
-6.872598e+00 5.846776e+00 9.999385e-01 1.000161e+00 1.000127e+00 9.999139e-01 1.195415e+00 0 0 7.818183e-05 5.342551e-05 4.297060e-05 -9.125088e-05 -1.045491e-05
-6.875000e+00 6.096626e+00 9.999299e-01 1.000174e+00 1.000104e+00 9.999019e-01 1.195412e+00 0 0 6.679146e-05 5.575240e-05 5.319939e-05 -9.171430e-05 -2.553016e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.625000e+00 6.110240e+00 9.998894e-01 1.000191e+00 1.000115e+00 9.998452e-01 1.195438e+00 0 0 6.575688e-05 4.843744e-05 5.513633e-05 -1.031766e-04 6.698888e-06
-6.622598e+00 6.360351e+00 9.998780e-01 1.000203e+00 1.000090e+00 9.998292e-01 1.195433e+00 0 0 5.501710e-05 5.106458e-05 5.579836e-05 -1.040211e-04 4.733777e-06
-6.875000e+00 6.096626e+00 9.999301e-01 1.000174e+00 1.000104e+00 9.999022e-01 1.195411e+00 0 0 6.654841e-05 5.880926e-05 5.347748e-05 -1.036860e-04 -5.331787e-06
-6.872598e+00 6.346776e+00 9.999227e-01 1.000189e+00 1.000078e+00 9.998917e-01 1.195407e+00 0 0 5.611229e-05 6.140532e-05 5.421129e-05 -1.041369e-04 -7.194025e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.622598e+00 6.360351e+00 9.998782e-01 1.000204e+00 1.000090e+00 9.998295e-01 1.195433e+00 0 0 5.526416e-05 4.473937e-05 5.597423e-05 -1.161533e-04 1.123485e-05
-6.615485e+00 6.610677e+00 9.998695e-01 1.000215e+00 1.000061e+00 9.998173e-01 1.195425e+00 0 0 4.549791e-05 4.736263e-05 4.691569e-05 -1.165443e-04 -4.469461e-07
-6.872598e+00 6.346776e+00 9.999227e-01 1.000189e+00 1.000078e+00 9.998918e-01 1.195407e+00 0 0 5.644643e-05 5.410113e-05 5.386246e-05 -1.068479e-04 -2.386748e-07
-6.865485e+00 6.597216e+00 9.999168e-01 1.000203e+00 1.000052e+00 9.998835e-01 1.195401e+00 0 0 4.690468e-05 5.669427e-05 4.501598e-05 -1.069330e-04 -1.167829e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.615485e+00 6.610677e+00 9.998695e-01 1.000216e+00 1.000061e+00 9.998173e-01 1.195425e+00 0 0 4.628155e-05 3.125962e-05 4.648454e-05 -1.193278e-04 1.522491e-05
-6.603934e+00 6.861200e+00 9.998640e-01 1.000224e+00 1.000032e+00 9.998096e-01 1.195414e+00 0 0 3.735668e-05 3.363986e-05 2.857269e-05 -1.189984e-04 -5.067173e-06
-6.865485e+00 6.597216e+00 9.999167e-01 1.000204e+00 1.000051e+00 9.998833e-01 1.195401e+00 0 0 4.776592e-05 3.973957e-05 4.411217e-05 -1.011125e-04 4.372591e-06
-6.853934e+00 6.847925e+00 9.999128e-01 1.000214e+00 1.000027e+00 9.998780e-01 1.195393e+00 0 0 3.900638e-05 4.210450e-05 2.653170e-05 -1.005735e-04 -1.557280e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
