VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
5.000000e-01 -7.904329e+00 9.989727e-01 1.001027e+00 9.991328e-01 9.985622e-01 1.195571e+00 2 0 6.734055e-04 -7.782652e-04 -7.879310e-04 2.723371e-04 -9.665822e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.500000e+00 -7.769030e+00 9.998440e-01 1.000376e+00 9.994769e-01 9.997692e-01 1.195185e+00 2 0 -6.031270e-04 2.675277e-04 5.156411e-04 -2.404137e-03 2.481135e-04
2.595671e+00 -7.276864e+00 9.986756e-01 1.000442e+00 9.982801e-01 9.981414e-01 1.194785e+00 2 0 -5.232445e-04 2.876299e-04 -1.607400e-04 -2.914761e-03 -4.483699e-04
2.000000e+00 -7.750000e+00 9.994392e-01 1.000709e+00 9.991873e-01 9.992058e-01 1.195306e+00 2 0 -6.889997e-04 2.036850e-04 5.015297e-04 -2.043622e-03 2.978447e-04
2.095671e+00 -7.250705e+00 9.985915e-01 1.000699e+00 9.982742e-01 9.980260e-01 1.194955e+00 2 0 -5.537113e-04 1.072626e-04 -1.232087e-04 -2.118546e-03 -2.304713e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.595671e+00 -7.276864e+00 9.985531e-01 1.000461e+00 9.981327e-01 9.979702e-01 1.194738e+00 2 0 -5.563699e-04 -1.279400e-04 -6.997358e-05 -2.399792e-04 5.796638e-05
2.676777e+00 -6.784493e+00 9.985578e-01 1.000311e+00 9.982599e-01 9.979842e-01 1.194718e+00 2 0 -2.678399e-04 -3.129167e-04 -6.203634e-04 4.815301e-04 -3.074467e-04
2.095671e+00 -7.250705e+00 9.984891e-01 1.000721e+00 9.981504e-01 9.978830e-01 1.194918e+00 2 0 -5.871332e-04 -4.178748e-04 -4.126669e-05 3.548511e-04 3.766081e-04
2.176777e+00 -6.752406e+00 9.987922e-01 1.000410e+00 9.985638e-01 9.983129e-01 1.194903e+00 2 0 -2.514074e-04 -6.736798e-04 -5.440594e-04 1.135174e-03 1.296203e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.676777e+00 -6.784493e+00 9.985184e-01 1.000308e+00 9.982161e-01 9.979295e-01 1.194700e+00 2 0 -2.548668e-04 -3.631972e-04 -6.118518e-04 1.759895e-03 -2.486546e-04
2.730970e+00 -6.290080e+00 9.993167e-01 1.000108e+00 9.991987e-01 9.990481e-01 1.194975e+00 2 0 -5.561777e-05 -4.452704e-04 -3.733688e-04 2.352580e-03 7.190159e-05
2.176777e+00 -6.752406e+00 9.987845e-01 1.000398e+00 9.985562e-01 9.983027e-01 1.194893e+00 2 0 -2.225074e-04 -5.664681e-04 -5.752750e-04 1.727587e-03 -8.806950e-06
2.230970e+00 -6.254102e+00 9.995360e-01 1.000110e+00 9.994583e-01 9.993541e-01 1.195079e+00 2 0 -4.103146e-05 -6.216958e-04 -3.608741e-04 2.094909e-03 2.608218e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.730970e+00 -6.290080e+00 9.993644e-01 1.000095e+00 9.992574e-01 9.991151e-01 1.194991e+00 2 0 -2.462688e-05 -2.125753e-04 -4.328218e-04 1.480784e-03 -2.202465e-04
2.750000e+00 -5.792133e+00 9.999196e-01 1.000009e+00 9.999118e-01 9.998895e-01 1.195199e+00 2 0 1.579112e-05 -1.666295e-04 -2.106280e-05 1.369237e-03 1.455667e-04
2.230970e+00 -6.254102e+00 9.995833e-01 1.000092e+00 9.995159e-01 9.994205e-01 1.195092e+00 2 0 -2.622498e-06 -2.533148e-04 -4.279844e-04 1.109348e-03 -1.746696e-04
2.250000e+00 -5.754804e+00 9.999736e-01 9.999967e-01 9.999737e-01 9.999642e-01 1.195216e+00 2 0 1.461503e-05 -1.748968e-04 -5.035644e-05 9.129772e-04 1.245404e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.750000e+00 -5.792133e+00 9.999558e-01 1.000004e+00 9.999548e-01 9.999399e-01 1.195214e+00 2 0 2.772310e-05 -2.288483e-05 -6.420958e-05 3.532461e-04 -4.132476e-05
2.730970e+00 -5.290080e+00 1.000038e+00 1.000003e+00 1.000047e+00 1.000053e+00 1.195250e+00 2 0 9.612951e-06 1.239046e-05 4.653119e-05 9.912327e-05 3.414073e-05
2.250000e+00 -5.754804e+00 9.999968e-01 9.999919e-01 1.000001e+00 9.999964e-01 1.195225e+00 2 0 2.627960e-05 -6.671863e-06 -7.537343e-05 1.707639e-04 -6.870157e-05
2.230970e+00 -5.254102e+00 1.000023e+00 9.999996e-01 1.000030e+00 1.000032e+00 1.195241e+00 2 0 8.162725e-06 3.307031e-05 3.326652e-05 -1.094136e-05 1.962130e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.730970e+00 -5.290080e+00 1.000038e+00 1.000004e+00 1.000047e+00 1.000052e+00 1.195250e+00 2 0 7.489286e-06 1.360765e-05 3.966022e-05 -8.910305e-05 2.605257e-05
2.676777e+00 -4.784493e+00 9.999911e-01 1.000009e+00 9.999947e-01 9.999873e-01 1.195233e+00 2 0 7.916062e-07 9.833430e-06 -3.032019e-06 -1.248114e-04 -1.286545e-05
2.230970e+00 -5.254102e+00 1.000020e+00 1.000002e+00 1.000026e+00 1.000027e+00 1.195241e+00 2 0 5.763677e-06 2.148194e-05 3.511617e-05 -7.163455e-05 1.363423e-05
2.176777e+00 -4.752406e+00 9.999887e-01 1.000009e+00 9.999925e-01 9.999841e-01 1.195232e+00 2 0 1.553076e-06 1.279685e-05 -8.810118e-07 -7.115151e-05 -1.367786e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.676777e+00 -4.784493e+00 9.999860e-01 1.000010e+00 9.999892e-01 9.999801e-01 1.195231e+00 2 0 1.185157e-07 -6.482091e-06 -1.539311e-06 -1.320865e-05 4.942779e-06
2.595671e+00 -4.276864e+00 9.999802e-01 1.000005e+00 9.999952e-01 9.999724e-01 1.195233e+00 2 0 -5.992600e-07 -1.382130e-05 -1.295323e-05 2.664751e-05 8.680693e-07
2.176777e+00 -4.752406e+00 9.999858e-01 1.000009e+00 9.999897e-01 9.999801e-01 1.195231e+00 2 0 9.186061e-07 -5.916628e-06 -8.728017e-07 1.001519e-05 5.043826e-06
2.095671e+00 -4.250705e+00 9.999862e-01 1.000005e+00 1.000002e+00 9.999807e-01 1.195236e+00 2 0 -6.093770e-07 -1.262319e-05 -1.162674e-05 3.600502e-05 9.964521e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.595671e+00 -4.276864e+00 9.999803e-01 1.000004e+00 9.999967e-01 9.999725e-01 1.195234e+00 2 0 -1.210682e-07 -7.260474e-06 -1.257833e-05 4.571279e-05 -5.317855e-06
2.500000e+00 -3.769030e+00 9.999851e-01 1.000001e+00 1.000017e+00 9.999792e-01 1.195243e+00 2 0 -8.629632e-07 -4.966146e-06 -1.678578e-06 3.441280e-05 3.287568e-06
2.095671e+00 -4.250705e+00 9.999866e-01 1.000004e+00 1.000004e+00 9.999812e-01 1.195237e+00 2 0 -1.870595e-07 -6.776859e-06 -1.206084e-05 3.619381e-05 -5.283985e-06
2.000000e+00 -3.750000e+00 9.999867e-01 1.000002e+00 1.000019e+00 9.999815e-01 1.195244e+00 2 0 -1.539503e-06 -3.329019e-06 -2.109543e-06 2.196401e-05 1.219476e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.500000e+00 -3.769030e+00 9.999873e-01 1.000001e+00 1.000017e+00 9.999824e-01 1.195242e+00 2 0 -2.027301e-06 -4.533570e-06 -4.616350e-06 -3.650772e-05 -8.278002e-08
2.404329e+00 -3.262500e+00 1.000006e+00 9.999991e-01 9.999962e-01 1.000009e+00 1.195224e+00 2 0 3.183005e-06 -4.279221e-06 -1.040225e-05 -5.599339e-05 -6.123031e-06
2.000000e+00 -3.750000e+00 9.999880e-01 1.000002e+00 1.000018e+00 9.999835e-01 1.195243e+00 2 0 -2.680959e-06 -1.021665e-05 -3.917900e-06 -3.096039e-05 6.298753e-06
1.904329e+00 -3.250705e+00 1.000003e+00 9.999980e-01 1.000000e+00 1.000003e+00 1.195227e+00 2 0 1.902198e-06 -3.214871e-06 -9.272088e-06 -5.323176e-05 -6.057218e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.404329e+00 -3.262500e+00 1.000010e+00 9.999988e-01 9.999924e-01 1.000013e+00 1.195222e+00 2 0 2.435620e-06 1.101486e-04 -3.534134e-06 7.410688e-05 -1.136827e-04
2.323223e+00 -2.758012e+00 9.999255e-01 1.000030e+00 1.000082e+00 9.998974e-01 1.195312e+00 2 0 4.987783e-05 -2.782131e-05 1.646025e-04 3.853910e-04 1.924238e-04
1.904329e+00 -3.250705e+00 1.000006e+00 9.999991e-01 9.999958e-01 1.000008e+00 1.195225e+00 2 0 1.066294e-08 5.557846e-05 -8.673904e-06 -4.165180e-05 -6.425237e-05
1.823223e+00 -2.752406e+00 9.999930e-01 1.000006e+00 1.000006e+00 9.999910e-01 1.195237e+00 2 0 4.658679e-05 -5.728709e-05 1.321955e-04 1.377772e-04 1.894826e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.323223e+00 -2.758012e+00 9.998891e-01 1.000005e+00 1.000126e+00 9.998492e-01 1.195331e+00 2 0 6.630676e-05 6.202703e-04 2.282819e-04 1.547802e-03 -3.919884e-04
2.269030e+00 -2.255560e+00 9.992340e-01 1.000323e+00 1.000876e+00 9.989223e-01 1.196132e+00 2 0 1.993001e-04 5.471587e-04 9.461585e-04 1.795632e-03 3.989998e-04
1.823223e+00 -2.752406e+00 9.999759e-01 9.999868e-01 1.000028e+00 9.999683e-01 1.195242e+00 2 0 3.572129e-05 4.633953e-04 1.840241e-04 7.970808e-04 -2.793712e-04
1.769030e+00 -2.254102e+00 9.996159e-01 1.000210e+00 1.000422e+00 9.994608e-01 1.195699e+00 2 0 2.622300e-04 3.400923e-04 8.544405e-04 1.039411e-03 5.143481e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.269030e+00 -2.255560e+00 9.991816e-01 1.000284e+00 1.000948e+00 9.988425e-01 1.196168e+00 2 0 2.164541e-04 1.163290e-03 1.001702e-03 2.357344e-03 -1.615882e-04
2.250000e+00 -1.754804e+00 9.983449e-01 1.000986e+00 1.001850e+00 9.976890e-01 1.197317e+00 2 0 3.751771e-04 1.674515e-03 1.443999e-03 1.253722e-03 -2.305163e-04
1.769030e+00 -2.254102e+00 9.995825e-01 1.000167e+00 1.000471e+00 9.994126e-01 1.195711e+00 2 0 2.829287e-04 1.008187e-03 9.004779e-04 1.667888e-03 -1.077094e-04
1.750000e+00 -1.754804e+00 9.989077e-01 1.000786e+00 1.001147e+00 9.984682e-01 1.196647e+00 2 0 4.395238e-04 1.481674e-03 1.372976e-03 1.139847e-03 -1.086981e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.250000e+00 -1.754804e+00 9.984335e-01 1.001031e+00 1.001735e+00 9.978186e-01 1.197250e+00 2 0 3.477827e-04 9.042331e-04 1.292502e-03 -1.687580e-03 3.882689e-04
2.269030e+00 -1.255560e+00 9.990941e-01 1.001390e+00 1.000904e+00 9.987456e-01 1.196808e+00 2 0 3.238083e-04 5.774180e-04 5.186753e-04 -2.431680e-03 -5.874265e-05
1.750000e+00 -1.754804e+00 9.989481e-01 1.000820e+00 1.001105e+00 9.985213e-01 1.196635e+00 2 0 4.679264e-04 8.572990e-04 1.232301e-03 -7.562531e-04 3.750016e-04
1.769030e+00 -1.254102e+00 9.991603e-01 1.001241e+00 1.000657e+00 9.988425e-01 1.196553e+00 2 0 2.654127e-04 9.641287e-04 4.878562e-04 -1.531723e-03 -4.762725e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.269030e+00 -1.255560e+00 9.992870e-01 1.001380e+00 1.000660e+00 9.990365e-01 1.196597e+00 2 0 1.859890e-04 1.087406e-03 2.877836e-04 -5.285798e-03 -7.996225e-04
2.323223e+00 -7.580124e-01 1.000984e+00 1.001717e+00 9.987013e-01 1.001276e+00 1.195306e+00 2 0 6.925995e-04 -3.139843e-04 3.909557e-04 -2.823752e-03 7.049400e-04
1.769030e+00 -1.254102e+00 9.992985e-01 1.001291e+00 1.000481e+00 9.990573e-01 1.196433e+00 2 0 1.054442e-04 6.796498e-04 3.839633e-04 -4.598270e-03 -2.956865e-04
1.823223e+00 -7.524057e-01 1.000809e+00 1.001338e+00 9.985316e-01 1.001078e+00 1.194991e+00 2 0 7.847437e-04 -8.805741e-04 1.693515e-04 -3.620615e-03 1.049926e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.323223e+00 -7.580124e-01 1.000975e+00 1.001484e+00 9.988653e-01 1.001172e+00 1.195321e+00 2 0 7.626447e-04 5.166208e-03 8.463260e-04 -5.930017e-04 -4.319882e-03
2.404329e+00 -2.624999e-01 1.000260e+00 1.004278e+00 9.986845e-01 1.000551e+00 1.196830e+00 2 0 2.752525e-03 4.472514e-03 2.200292e-03 4.456828e-04 -2.272222e-03
1.823223e+00 -7.524057e-01 1.000921e+00 1.001141e+00 9.985139e-01 1.001191e+00 1.194862e+00 2 0 7.530990e-04 2.889203e-03 4.617881e-04 -2.730250e-03 -2.427415e-03
1.904329e+00 -2.507054e-01 1.000822e+00 1.002893e+00 9.975766e-01 1.001183e+00 1.195299e+00 2 0 2.843688e-03 2.818875e-03 2.054750e-03 -7.350618e-04 -7.641249e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.404329e+00 -2.624999e-01 9.999464e-01 1.003984e+00 9.990566e-01 1.000201e+00 1.196897e+00 2 0 2.760388e-03 1.815512e-02 2.631960e-03 3.117420e-03 -1.552316e-02
2.500000e+00 2.309699e-01 9.979367e-01 1.011631e+00 9.992551e-01 9.974125e-01 1.202073e+00 2 0 8.906558e-03 5.525488e-03 3.839702e-03 -4.527031e-03 -1.685785e-03
1.904329e+00 -2.507054e-01 1.000666e+00 1.002741e+00 9.979356e-01 1.000959e+00 1.195461e+00 2 0 2.896884e-03 1.033770e-02 1.959270e-03 1.130107e-04 -8.378431e-03
2.000000e+00 2.500000e-01 9.984537e-01 1.007403e+00 9.973119e-01 9.981360e-01 1.198252e+00 2 0 8.284780e-03 3.626988e-03 3.303047e-03 -3.186523e-03 -3.239417e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
3.000000e+00 -7.823223e+00 1.000193e+00 9.999948e-01 9.997503e-01 1.000254e+00 1.195040e+00 2 0 -7.093310e-04 2.830179e-04 2.925163e-04 -2.285240e-03 9.498392e-06
3.095671e+00 -7.336993e+00 9.989175e-01 1.000071e+00 9.984790e-01 9.984776e-01 1.194626e+00 2 0 -6.766413e-04 3.206787e-04 1.348397e-05 -3.255543e-03 -3.071947e-04
2.500000e+00 -7.769030e+00 9.998531e-01 1.000388e+00 9.994843e-01 9.997823e-01 1.195195e+00 2 0 -7.475596e-04 2.406373e-04 2.959406e-04 -2.396443e-03 5.530327e-05
2.595671e+00 -7.276864e+00 9.986882e-01 1.000426e+00 9.982702e-01 9.981590e-01 1.194767e+00 2 0 -7.226377e-04 2.607634e-04 3.332699e-05 -2.993748e-03 -2.274365e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
3.095671e+00 -7.336993e+00 9.987972e-01 1.000079e+00 9.983354e-01 9.983097e-01 1.194573e+00 2 0 -7.173069e-04 1.724796e-04 3.060141e-04 -9.213603e-04 1.335345e-04
3.176777e+00 -6.849389e+00 9.984722e-01 1.000092e+00 9.981181e-01 9.978632e-01 1.194524e+00 2 0 -4.352389e-04 9.798564e-05 -3.499396e-04 -4.211564e-04 -4.479252e-04
2.595671e+00 -7.276864e+00 9.985667e-01 1.000443e+00 9.981209e-01 9.979893e-01 1.194717e+00 2 0 -7.913276e-04 -1.011832e-04 3.624966e-04 -3.219274e-04 4.636798e-04
2.676777e+00 -6.784493e+00 9.985659e-01 1.000293e+00 9.982456e-01 9.979954e-01 1.194697e+00 2 0 -4.668717e-04 -2.748167e-04 -2.286014e-04 4.115360e-04 4.621529e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
3.176777e+00 -6.849389e+00 9.984006e-01 1.000096e+00 9.980381e-01 9.977634e-01 1.194495e+00 2 0 -4.422232e-04 -1.571161e-05 -1.767001e-04 1.468959e-03 -1.609885e-04
3.230970e+00 -6.358016e+00 9.991194e-01 1.000055e+00 9.989570e-01 9.987724e-01 1.194846e+00 2 0 -1.392106e-04 -8.551631e-05 -1.995185e-04 2.245468e-03 -1.140022e-04
2.676777e+00 -6.784493e+00 9.985259e-01 1.000290e+00 9.982007e-01 9.979399e-01 1.194678e+00 2 0 -4.583803e-04 -3.166241e-04 -1.280852e-04 1.719783e-03 1.885389e-04
2.730970e+00 -6.290080e+00 9.993174e-01 1.000103e+00 9.991924e-01 9.990492e-01 1.194968e+00 2 0 -1.493910e-04 -4.019081e-04 -1.542941e-04 2.351275e-03 2.476141e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
3.230970e+00 -6.358016e+00 9.991563e-01 1.000052e+00 9.990043e-01 9.988244e-01 1.194863e+00 2 0 -1.165402e-04 -6.337300e-05 -2.950658e-04 1.721250e-03 -2.316928e-04
3.250000e+00 -5.861107e+00 9.998366e-01 1.000022e+00 9.998146e-01 9.997741e-01 1.195168e+00 2 0 1.169025e-05 -6.262054e-05 3.802909e-05 1.756967e-03 1.006496e-04
2.730970e+00 -6.290080e+00 9.993644e-01 1.000092e+00 9.992516e-01 9.991151e-01 1.194985e+00 2 0 -1.008485e-04 -1.946144e-04 -2.927617e-04 1.489732e-03 -9.814731e-05
2.750000e+00 -5.792133e+00 9.999190e-01 1.000011e+00 9.999127e-01 9.998886e-01 1.195201e+00 2 0 6.435218e-06 -1.583209e-04 1.691218e-06 1.382994e-03 1.600121e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
3.250000e+00 -5.861107e+00 9.998833e-01 1.000020e+00 9.998702e-01 9.998393e-01 1.195189e+00 2 0 2.564483e-05 -2.047556e-05 -9.996316e-05 5.690117e-04 -7.948760e-05
3.230970e+00 -5.358016e+00 1.000043e+00 1.000013e+00 1.000053e+00 1.000061e+00 1.195258e+00 2 0 2.111533e-05 -9.030789e-06 5.123604e-05 2.789354e-04 6.026683e-05
2.750000e+00 -5.792133e+00 9.999552e-01 1.000006e+00 9.999563e-01 9.999391e-01 1.195216e+00 2 0 3.020638e-05 -2.445011e-05 -1.157815e-04 3.537071e-04 -9.133136e-05
2.730970e+00 -5.290080e+00 1.000038e+00 1.000003e+00 1.000048e+00 1.000053e+00 1.195251e+00 2 0 1.995091e-05 8.343771e-06 2.416925e-05 9.641552e-05 1.582548e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
3.230970e+00 -5.358016e+00 1.000049e+00 1.000013e+00 1.000059e+00 1.000068e+00 1.195260e+00 2 0 1.981803e-05 -4.824910e-06 1.637497e-05 -7.716497e-05 2.119988e-05
3.176777e+00 -4.849389e+00 9.999967e-01 1.000010e+00 9.999993e-01 9.999950e-01 1.195235e+00 2 0 5.092641e-07 -6.727087e-06 -9.759325e-06 -1.607237e-04 -3.032237e-06
2.730970e+00 -5.290080e+00 1.000038e+00 1.000004e+00 1.000048e+00 1.000053e+00 1.195251e+00 2 0 1.861186e-05 1.305462e-05 1.027229e-05 -9.487712e-05 -2.782332e-06
2.676777e+00 -4.784493e+00 9.999912e-01 1.000009e+00 9.999947e-01 9.999875e-01 1.195233e+00 2 0 2.214820e-06 1.026075e-05 -8.309593e-06 -1.279044e-04 -1.857034e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
3.176777e+00 -4.849389e+00 9.999899e-01 1.000010e+00 9.999916e-01 9.999854e-01 1.195232e+00 2 0 -1.211134e-06 -1.055212e-05 1.090120e-06 -4.147046e-05 1.164225e-05
3.095671e+00 -4.336993e+00 9.999749e-01 1.000004e+00 9.999864e-01 9.999650e-01 1.195229e+00 2 0 -3.325042e-06 -1.400727e-05 -1.710819e-05 4.999091e-06 -3.100917e-06
2.676777e+00 -4.784493e+00 9.999860e-01 1.000010e+00 9.999892e-01 9.999802e-01 1.195231e+00 2 0 -5.560170e-07 -6.030208e-06 2.321310e-06 -1.303372e-05 8.351518e-06
2.595671e+00 -4.276864e+00 9.999802e-01 1.000005e+00 9.999951e-01 9.999723e-01 1.195233e+00 2 0 -3.221251e-06 -1.376460e-05 -1.400449e-05 2.681247e-05 -2.398891e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
3.095671e+00 -4.336993e+00 9.999740e-01 1.000004e+00 9.999871e-01 9.999639e-01 1.195229e+00 2 0 -1.423552e-06 -4.316888e-06 -1.315252e-05 5.360655e-05 -8.835633e-06
3.000000e+00 -3.823223e+00 9.999817e-01 1.000001e+00 1.000015e+00 9.999744e-01 1.195243e+00 2 0 -1.973831e-06 -9.527660e-06 1.968574e-06 5.581834e-05 1.149623e-05
2.595671e+00 -4.276864e+00 9.999802e-01 1.000004e+00 9.999967e-01 9.999724e-01 1.195234e+00 2 0 -1.972298e-06 -6.881823e-06 -1.346358e-05 4.609216e-05 -6.581757e-06
2.500000e+00 -3.769030e+00 9.999853e-01 1.000001e+00 1.000017e+00 9.999794e-01 1.195243e+00 2 0 -1.691864e-06 -6.672461e-06 -9.909075e-07 3.375486e-05 5.681554e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
3.000000e+00 -3.823223e+00 9.999842e-01 9.999997e-01 1.000016e+00 9.999776e-01 1.195242e+00 2 0 -2.988780e-06 3.321376e-06 -3.032203e-06 -1.621160e-05 -6.353580e-06
2.904329e+00 -3.310452e+00 1.000002e+00 1.000004e+00 1.000001e+00 1.000003e+00 1.195231e+00 2 0 1.336177e-05 1.349083e-05 6.183213e-06 -4.925307e-05 -7.307621e-06
2.500000e+00 -3.769030e+00 9.999878e-01 1.000001e+00 1.000016e+00 9.999831e-01 1.195242e+00 2 0 -3.351823e-06 -4.722649e-06 -6.391372e-06 -3.850364e-05 -1.668723e-06
2.404329e+00 -3.262500e+00 1.000006e+00 9.999994e-01 9.999958e-01 1.000009e+00 1.195224e+00 2 0 8.664027e-06 -1.628361e-06 4.490550e-06 -5.208375e-05 6.118911e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.904329e+00 -3.310452e+00 1.000008e+00 1.000004e+00 9.999958e-01 1.000010e+00 1.195227e+00 2 0 2.302203e-05 9.000600e-05 2.157142e-05 1.509274e-04 -6.843458e-05
2.823223e+00 -2.800459e+00 9.998711e-01 1.000039e+00 1.000145e+00 9.998215e-01 1.195368e+00 2 0 1.018752e-05 3.202970e-05 1.875634e-04 5.821367e-04 1.555337e-04
2.404329e+00 -3.262500e+00 1.000010e+00 9.999991e-01 9.999923e-01 1.000013e+00 1.195222e+00 2 0 1.763646e-05 9.965688e-05 1.571372e-05 7.502241e-05 -8.394316e-05
2.323223e+00 -2.758012e+00 9.999254e-01 1.000030e+00 1.000081e+00 9.998974e-01 1.195312e+00 2 0 2.158741e-05 -6.635493e-06 1.546424e-04 3.882412e-04 1.612779e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
2.823223e+00 -2.800459e+00 9.998149e-01 1.000029e+00 1.000209e+00 9.997457e-01 1.195412e+00 2 0 9.478124e-05 5.643426e-04 3.680401e-04 2.080426e-03 -1.963026e-04
2.769030e+00 -2.294232e+00 9.989636e-01 1.000305e+00 1.001219e+00 9.985413e-01 1.196393e+00 2 0 -3.591971e-05 4.651478e-04 9.241271e-04 2.381565e-03 4.589794e-04
2.323223e+00 -2.758012e+00 9.998844e-01 1.000012e+00 1.000127e+00 9.998428e-01 1.195336e+00 2 0 1.000512e-04 6.192211e-04 2.873119e-04 1.555787e-03 -3.319093e-04
2.269030e+00 -2.255560e+00 9.992392e-01 1.000319e+00 1.000877e+00 9.989294e-01 1.196129e+00 2 0 2.006739e-05 5.104944e-04 7.982791e-04 1.788815e-03 2.877847e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
