VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-7.500000e+00 -7.904329e+00 9.998584e-01 9.998001e-01 9.999633e-01 9.997990e-01 1.195123e+00 1 0 -9.831142e-04 -3.366794e-05 -9.934004e-04 -1.214331e-04 -9.597325e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.176777e+00 -7.524057e-01 1.000057e+00 1.000043e+00 9.999427e-01 1.000080e+00 1.195207e+00 1 0 -1.166303e-04 1.383835e-04 1.575922e-04 -1.327686e-04 1.920877e-05
-6.095671e+00 -2.507054e-01 1.000119e+00 1.000104e+00 9.998964e-01 1.000167e+00 1.195201e+00 1 0 -4.738011e-05 1.326243e-04 1.149933e-04 -9.920813e-05 -1.763098e-05
-6.676777e+00 -7.844930e-01 1.000118e+00 1.000085e+00 9.998780e-01 1.000165e+00 1.195179e+00 1 0 -6.573762e-05 7.716730e-05 1.167411e-04 -6.187740e-05 3.957381e-05
-6.595671e+00 -2.768637e-01 1.000145e+00 1.000115e+00 9.998505e-01 1.000204e+00 1.195173e+00 1 0 2.194800e-05 5.673053e-05 6.385802e-05 -5.717410e-05 7.127491e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-6.095671e+00 -2.507054e-01 1.000118e+00 1.000105e+00 9.998978e-01 1.000165e+00 1.195202e+00 1 0 -4.984760e-05 1.092588e-04 1.063692e-04 -6.895126e-05 -2.889592e-06
-6.000000e+00 2.500000e-01 1.000163e+00 1.000156e+00 9.998717e-01 1.000228e+00 1.195206e+00 1 0 8.536725e-05 9.303132e-05 3.423613e-05 -5.742086e-05 -5.879519e-05
-6.595671e+00 -2.768637e-01 1.000143e+00 1.000117e+00 9.998548e-01 1.000200e+00 1.195177e+00 1 0 2.295280e-05 -2.961428e-05 5.561410e-05 1.120063e-05 8.522838e-05
-6.500000e+00 2.309699e-01 1.000124e+00 1.000106e+00 9.998633e-01 1.000175e+00 1.195180e+00 1 0 1.653323e-04 -3.234133e-05 -2.776371e-05 3.711240e-05 4.577626e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.500000e+00 -7.769030e+00 1.000069e+00 1.000059e+00 1.000064e+00 1.000096e+00 1.195286e+00 1 0 1.065375e-05 -7.205872e-05 -6.559037e-05 -5.923352e-05 6.468346e-06
-5.404329e+00 -7.276864e+00 1.000029e+00 1.000024e+00 1.000029e+00 1.000040e+00 1.195253e+00 1 0 -2.121579e-05 -7.284153e-05 -6.054050e-05 -6.645551e-05 1.230103e-05
-6.000000e+00 -7.750000e+00 1.000071e+00 1.000046e+00 1.000092e+00 1.000100e+00 1.195294e+00 1 0 5.702615e-05 -2.677473e-05 -4.157204e-05 -4.718708e-05 -1.479731e-05
-5.904329e+00 -7.250705e+00 1.000047e+00 1.000030e+00 1.000055e+00 1.000065e+00 1.195268e+00 1 0 -4.716195e-06 -4.286291e-05 -5.338335e-05 -7.658978e-05 -1.052045e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.404329e+00 -7.276864e+00 1.000027e+00 1.000022e+00 1.000027e+00 1.000038e+00 1.195252e+00 1 0 -2.035478e-05 -3.654809e-05 -5.897528e-05 -3.411997e-05 -2.242719e-05
-5.323223e+00 -6.784493e+00 1.000007e+00 1.000005e+00 1.000008e+00 1.000010e+00 1.195235e+00 1 0 -6.380975e-06 -3.288799e-05 -2.527630e-05 -3.369815e-05 7.611688e-06
-5.904329e+00 -7.250705e+00 1.000046e+00 1.000029e+00 1.000054e+00 1.000064e+00 1.195267e+00 1 0 -7.955313e-06 -4.321194e-05 -5.443668e-05 -6.241961e-05 -1.122473e-05
-5.823223e+00 -6.752406e+00 1.000015e+00 1.000007e+00 1.000019e+00 1.000021e+00 1.195241e+00 1 0 -6.051099e-06 -4.570216e-05 -2.778791e-05 -6.847965e-05 1.791426e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.323223e+00 -6.784493e+00 1.000006e+00 1.000005e+00 1.000007e+00 1.000009e+00 1.195234e+00 1 0 -3.605799e-06 -1.087504e-05 -2.182273e-05 -1.220180e-05 -1.094769e-05
-5.269030e+00 -6.290080e+00 1.000001e+00 1.000001e+00 1.000002e+00 1.000002e+00 1.195230e+00 1 0 2.942896e-06 -7.565219e-06 -4.030119e-06 -1.006431e-05 3.535099e-06
-5.823223e+00 -6.752406e+00 1.000013e+00 1.000006e+00 1.000018e+00 1.000018e+00 1.195240e+00 1 0 -3.448553e-06 -1.825471e-05 -2.370096e-05 -3.208545e-05 -5.446257e-06
-5.769030e+00 -6.254102e+00 1.000001e+00 9.999988e-01 1.000003e+00 1.000001e+00 1.195230e+00 1 0 3.096667e-06 -1.325922e-05 -5.510635e-06 -2.702408e-05 7.748586e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.269030e+00 -6.290080e+00 1.000001e+00 1.000000e+00 1.000001e+00 1.000001e+00 1.195229e+00 1 0 3.839164e-06 -1.486622e-06 -2.634435e-06 -2.813724e-06 -1.147813e-06
-5.250000e+00 -5.792133e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 2.407258e-06 -5.991677e-07 6.412231e-07 -1.845462e-06 1.240391e-06
-5.769030e+00 -6.254102e+00 1.000000e+00 9.999984e-01 1.000003e+00 1.000001e+00 1.195229e+00 1 0 4.596150e-06 -1.181416e-06 -3.151397e-06 -7.816398e-06 -1.969982e-06
-5.750000e+00 -5.754804e+00 9.999992e-01 9.999987e-01 9.999998e-01 9.999988e-01 1.195228e+00 1 0 3.601361e-06 1.296399e-06 1.043983e-06 -4.544139e-06 -2.524165e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.250000e+00 -5.792133e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 2.366346e-06 6.493231e-08 8.143027e-07 -4.461923e-07 7.493704e-07
-5.269030e+00 -5.290080e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 5.806674e-07 3.758559e-08 3.154489e-07 -3.634682e-07 2.778633e-07
-5.750000e+00 -5.754804e+00 9.999991e-01 9.999988e-01 9.999998e-01 9.999988e-01 1.195228e+00 1 0 3.604579e-06 2.020338e-06 1.480556e-06 -1.311272e-07 -5.397817e-07
-5.769030e+00 -5.254102e+00 9.999997e-01 9.999997e-01 9.999998e-01 9.999996e-01 1.195228e+00 1 0 1.290858e-06 2.045112e-06 8.173659e-07 4.269339e-07 -1.227746e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.269030e+00 -5.290080e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 4.828514e-07 -1.360083e-08 2.564314e-07 -1.001666e-07 2.700323e-07
-5.323223e+00 -4.784493e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -1.001853e-08 -2.127436e-07 -8.212741e-08 -8.774387e-08 1.306162e-07
-5.769030e+00 -5.254102e+00 9.999998e-01 9.999997e-01 9.999999e-01 9.999997e-01 1.195228e+00 1 0 1.089652e-06 8.451355e-07 7.171607e-07 5.292072e-07 -1.279748e-07
-5.823223e+00 -4.752406e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 9.970991e-08 3.459896e-07 9.275620e-08 2.414571e-07 -2.532334e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.323223e+00 -4.784493e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 8.096880e-09 -3.378404e-08 -6.664503e-08 -4.863574e-08 -3.286099e-08
-5.404329e+00 -4.276864e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -1.483907e-07 1.839880e-07 1.215810e-07 -1.025549e-07 -6.240699e-08
-5.823223e+00 -4.752406e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 3.207286e-08 6.641608e-08 6.720042e-08 -1.911668e-07 7.843412e-10
-5.904329e+00 -4.250705e+00 1.000000e+00 1.000000e+00 9.999999e-01 1.000000e+00 1.195229e+00 1 0 -5.161694e-08 4.532456e-07 5.749612e-08 -1.116486e-07 -3.957495e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.404329e+00 -4.276864e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -2.647121e-07 -6.827721e-08 9.649902e-08 -3.579803e-08 1.647762e-07
-5.500000e+00 -3.769030e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 3.785776e-07 -1.883841e-07 -3.931702e-07 1.425936e-07 -2.047861e-07
-5.904329e+00 -4.250705e+00 1.000000e+00 1.000000e+00 9.999999e-01 1.000000e+00 1.195229e+00 1 0 -1.110203e-07 -2.007068e-07 -5.601856e-10 4.910255e-07 2.001466e-07
-6.000000e+00 -3.750000e+00 9.999998e-01 9.999998e-01 1.000000e+00 9.999997e-01 1.195229e+00 1 0 1.675732e-07 -1.143302e-06 -3.725156e-07 4.330756e-07 7.707861e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.500000e+00 -3.769030e+00 9.999999e-01 1.000000e+00 1.000000e+00 9.999999e-01 1.195229e+00 1 0 6.386077e-07 -2.870043e-07 -3.999943e-07 5.271272e-07 -1.129900e-07
-5.595671e+00 -3.262500e+00 9.999998e-01 9.999999e-01 1.000000e+00 9.999997e-01 1.195229e+00 1 0 -2.286293e-07 7.667421e-08 -3.187811e-07 2.244756e-07 -3.954553e-07
-6.000000e+00 -3.750000e+00 9.999997e-01 9.999997e-01 1.000000e+00 9.999996e-01 1.195229e+00 1 0 3.056992e-07 -9.053517e-07 -2.363036e-07 2.880147e-07 6.690481e-07
-6.095671e+00 -3.250705e+00 9.999997e-01 9.999999e-01 1.000000e+00 9.999995e-01 1.195229e+00 1 0 1.249881e-07 2.393676e-06 -3.947976e-07 7.417370e-07 -2.788474e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.595671e+00 -3.262500e+00 9.999998e-01 9.999999e-01 1.000000e+00 9.999997e-01 1.195229e+00 1 0 -1.184027e-06 -2.600688e-06 -3.571706e-07 1.182180e-06 2.243517e-06
-5.676777e+00 -2.758012e+00 9.999988e-01 9.999990e-01 1.000001e+00 9.999983e-01 1.195229e+00 1 0 5.235911e-06 5.626961e-07 -6.159010e-06 2.074524e-06 -6.721706e-06
-6.095671e+00 -3.250705e+00 9.999998e-01 1.000000e+00 1.000001e+00 9.999997e-01 1.195229e+00 1 0 -7.288603e-07 -6.457894e-06 -7.496382e-07 6.377621e-06 5.708256e-06
-6.176777e+00 -2.752406e+00 9.999954e-01 9.999965e-01 1.000004e+00 9.999936e-01 1.195230e+00 1 0 5.637014e-06 -7.118644e-06 -7.354155e-06 9.371897e-06 -2.355106e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.676777e+00 -2.758012e+00 9.999987e-01 9.999994e-01 1.000001e+00 9.999982e-01 1.195229e+00 1 0 5.742050e-06 -6.947935e-06 -7.441308e-06 8.526055e-06 -4.933721e-07
-5.730970e+00 -2.255560e+00 9.999936e-01 9.999946e-01 1.000006e+00 9.999910e-01 1.195230e+00 1 0 9.409129e-06 -1.033403e-05 -1.249074e-05 7.646094e-06 -2.156706e-06
-6.176777e+00 -2.752406e+00 9.999947e-01 9.999966e-01 1.000005e+00 9.999927e-01 1.195231e+00 1 0 6.387862e-06 -1.116952e-05 -7.845390e-06 1.599444e-05 3.324134e-06
-6.230970e+00 -2.254102e+00 9.999877e-01 9.999903e-01 1.000011e+00 9.999828e-01 1.195233e+00 1 0 8.087751e-06 -1.258183e-05 -1.041816e-05 7.922083e-06 2.163680e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.730970e+00 -2.255560e+00 9.999933e-01 9.999944e-01 1.000006e+00 9.999906e-01 1.195230e+00 1 0 9.488839e-06 -7.880129e-06 -1.056229e-05 6.087466e-06 -2.682163e-06
-5.750000e+00 -1.754804e+00 9.999897e-01 9.999908e-01 1.000009e+00 9.999856e-01 1.195231e+00 1 0 8.767305e-06 -5.899829e-06 -5.127987e-06 3.085232e-06 7.718419e-07
-6.230970e+00 -2.254102e+00 9.999883e-01 9.999902e-01 1.000011e+00 9.999836e-01 1.195232e+00 1 0 7.396825e-06 -7.161476e-06 -9.128523e-06 -1.115881e-06 -1.967047e-06
-6.250000e+00 -1.754804e+00 9.999856e-01 9.999861e-01 1.000011e+00 9.999799e-01 1.195231e+00 1 0 1.034898e-05 -9.752102e-06 -6.288416e-06 1.145654e-06 3.463686e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.750000e+00 -1.754804e+00 9.999901e-01 9.999909e-01 1.000008e+00 9.999862e-01 1.195230e+00 1 0 9.737053e-06 -1.414930e-06 -5.652146e-06 -4.813590e-07 -4.237216e-06
-5.730970e+00 -1.255560e+00 9.999885e-01 9.999885e-01 1.000008e+00 9.999839e-01 1.195229e+00 1 0 -3.912746e-06 -1.133582e-05 1.029396e-05 -5.809992e-07 2.162978e-05
-6.250000e+00 -1.754804e+00 9.999855e-01 9.999856e-01 1.000011e+00 9.999798e-01 1.195230e+00 1 0 1.250777e-05 1.804809e-05 -6.392692e-06 -1.201263e-05 -2.444078e-05
-6.230970e+00 -1.254102e+00 9.999943e-01 9.999916e-01 1.000002e+00 9.999920e-01 1.195226e+00 1 0 -1.270119e-05 -3.803083e-06 2.054241e-05 -3.478256e-05 2.434549e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.730970e+00 -1.255560e+00 9.999879e-01 9.999869e-01 1.000008e+00 9.999830e-01 1.195228e+00 1 0 3.446506e-06 2.711745e-05 1.709866e-05 -2.176796e-05 -1.001880e-05
-5.676777e+00 -7.580124e-01 1.000002e+00 1.000002e+00 9.999964e-01 1.000003e+00 1.195227e+00 1 0 -8.238277e-05 3.249775e-05 9.401734e-05 -4.188332e-05 6.151959e-05
-6.230970e+00 -1.254102e+00 9.999957e-01 9.999872e-01 9.999979e-01 9.999939e-01 1.195221e+00 1 0 -9.154597e-06 9.060341e-05 2.937348e-05 -1.055775e-04 -6.122993e-05
-6.176777e+00 -7.524057e-01 1.000052e+00 1.000040e+00 9.999503e-01 1.000072e+00 1.195211e+00 1 0 -8.332433e-05 1.195162e-04 1.033034e-04 -1.135864e-04 -1.621282e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.676777e+00 -7.580124e-01 1.000003e+00 9.999993e-01 9.999943e-01 1.000004e+00 1.195224e+00 1 0 -8.482108e-05 8.568407e-05 9.983949e-05 -7.882333e-05 1.415542e-05
-5.595671e+00 -2.624999e-01 1.000042e+00 1.000039e+00 9.999665e-01 1.000058e+00 1.195222e+00 1 0 -1.533573e-04 1.063614e-04 1.530985e-04 -8.148345e-05 4.673711e-05
-6.176777e+00 -7.524057e-01 1.000055e+00 1.000039e+00 9.999465e-01 1.000076e+00 1.195207e+00 1 0 -8.678819e-05 1.417027e-04 1.027955e-04 -1.321904e-04 -3.890724e-05
-6.095671e+00 -2.507054e-01 1.000120e+00 1.000105e+00 9.998972e-01 1.000168e+00 1.195202e+00 1 0 -1.158026e-04 1.541728e-04 1.300687e-04 -1.070711e-04 -2.410408e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.595671e+00 -2.624999e-01 1.000042e+00 1.000038e+00 9.999653e-01 1.000059e+00 1.195221e+00 1 0 -1.555631e-04 1.258463e-04 1.481552e-04 -8.444206e-05 2.230886e-05
-5.500000e+00 2.309699e-01 1.000087e+00 1.000086e+00 9.999400e-01 1.000121e+00 1.195224e+00 1 0 -1.820694e-04 1.303899e-04 1.580710e-04 -8.037127e-05 2.768113e-05
-6.095671e+00 -2.507054e-01 1.000119e+00 1.000106e+00 9.998984e-01 1.000167e+00 1.195203e+00 1 0 -1.182866e-04 1.348961e-04 1.256748e-04 -7.850082e-05 -9.221290e-06
-6.000000e+00 2.500000e-01 1.000169e+00 1.000163e+00 9.998694e-01 1.000236e+00 1.195208e+00 1 0 -1.118700e-04 1.418481e-04 1.213606e-04 -8.064562e-05 -2.048749e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.000000e+00 -7.823223e+00 1.000038e+00 1.000037e+00 1.000029e+00 1.000052e+00 1.195259e+00 1 0 -6.042839e-05 -4.379314e-05 -7.677429e-05 -2.731945e-05 -3.298115e-05
-4.904329e+00 -7.336993e+00 1.000013e+00 1.000012e+00 1.000010e+00 1.000017e+00 1.195239e+00 1 0 -3.036193e-05 -4.530226e-05 -3.957919e-05 -3.177291e-05 5.723073e-06
-5.500000e+00 -7.769030e+00 1.000070e+00 1.000060e+00 1.000064e+00 1.000098e+00 1.195286e+00 1 0 -4.693610e-05 -6.587725e-05 -7.466204e-05 -5.923771e-05 -8.784789e-06
-5.404329e+00 -7.276864e+00 1.000029e+00 1.000023e+00 1.000028e+00 1.000040e+00 1.195253e+00 1 0 -3.285453e-05 -7.346431e-05 -4.533514e-05 -6.999566e-05 2.812916e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-4.904329e+00 -7.336993e+00 1.000012e+00 1.000011e+00 1.000010e+00 1.000016e+00 1.195238e+00 1 0 -2.496041e-05 -1.640488e-05 -3.495772e-05 -1.141905e-05 -1.855283e-05
-4.823223e+00 -6.849389e+00 1.000003e+00 1.000003e+00 1.000003e+00 1.000004e+00 1.195231e+00 1 0 -6.853460e-06 -1.444025e-05 -1.153952e-05 -1.142497e-05 2.900727e-06
-5.404329e+00 -7.276864e+00 1.000027e+00 1.000022e+00 1.000026e+00 1.000038e+00 1.195251e+00 1 0 -2.709373e-05 -3.486241e-05 -3.944423e-05 -3.648364e-05 -4.581815e-06
-5.323223e+00 -6.784493e+00 1.000007e+00 1.000005e+00 1.000008e+00 1.000010e+00 1.195235e+00 1 0 -9.650381e-06 -3.102212e-05 -1.570683e-05 -3.415270e-05 1.531529e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-4.823223e+00 -6.849389e+00 1.000003e+00 1.000003e+00 1.000002e+00 1.000004e+00 1.195231e+00 1 0 -4.616373e-06 -4.370225e-06 -9.318941e-06 -3.528180e-06 -4.948716e-06
-4.769030e+00 -6.358016e+00 1.000001e+00 1.000001e+00 1.000001e+00 1.000001e+00 1.195229e+00 1 0 -6.506212e-07 -3.290275e-06 -2.213230e-06 -3.024369e-06 1.077044e-06
-5.323223e+00 -6.784493e+00 1.000006e+00 1.000004e+00 1.000007e+00 1.000009e+00 1.195234e+00 1 0 -5.815234e-06 -9.857054e-06 -1.162123e-05 -1.260289e-05 -1.764178e-06
-5.269030e+00 -6.290080e+00 1.000001e+00 1.000001e+00 1.000002e+00 1.000002e+00 1.195230e+00 1 0 -6.019370e-07 -6.642065e-06 -3.126929e-06 -9.561781e-06 3.515136e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-4.769030e+00 -6.358016e+00 1.000001e+00 1.000001e+00 1.000001e+00 1.000001e+00 1.195229e+00 1 0 -2.306750e-07 -1.043824e-06 -1.686598e-06 -1.017740e-06 -6.427737e-07
-4.750000e+00 -5.861107e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -1.720352e-07 -8.323421e-07 -5.400541e-07 -8.240118e-07 2.922880e-07
-5.269030e+00 -6.290080e+00 1.000001e+00 1.000001e+00 1.000001e+00 1.000001e+00 1.195229e+00 1 0 3.328519e-07 -1.329541e-06 -1.858593e-06 -2.696793e-06 -5.290517e-07
-5.250000e+00 -5.792133e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 2.751490e-07 -6.287578e-07 -4.329042e-07 -1.754104e-06 1.958536e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-4.750000e+00 -5.861107e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -1.181867e-07 -3.179117e-07 -4.581485e-07 -3.192773e-07 -1.402369e-07
-4.769030e+00 -5.358016e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -1.626682e-07 -2.618456e-07 -1.921630e-07 -2.516725e-07 6.968264e-08
-5.250000e+00 -5.792133e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 3.055595e-07 -1.189785e-07 -2.438388e-07 -5.212798e-07 -1.248603e-07
-5.269030e+00 -5.290080e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -4.071769e-08 -8.374030e-08 -1.422162e-07 -4.339588e-07 -5.847594e-08
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-4.769030e+00 -5.358016e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -1.578977e-07 -8.705811e-08 -1.548190e-07 -8.936761e-08 -6.776090e-08
-4.823223e+00 -4.849389e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 3.645190e-09 -2.069954e-08 -4.463016e-08 -4.105744e-08 -2.393062e-08
-5.269030e+00 -5.290080e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -7.459692e-08 -1.030572e-07 -1.119592e-07 -1.692286e-07 -8.901991e-09
-5.323223e+00 -4.784493e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -3.472818e-08 -2.262088e-07 -7.874451e-08 -9.538883e-08 1.474643e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-4.823223e+00 -4.849389e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 5.236381e-08 1.475144e-08 -4.556641e-08 2.436344e-08 -6.031785e-08
-4.904329e+00 -4.336993e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -5.765672e-08 -7.855735e-08 3.290631e-08 5.412144e-08 1.114637e-07
-5.323223e+00 -4.784493e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 2.729163e-08 -3.055936e-08 -6.908984e-08 -2.350657e-08 -3.853048e-08
-5.404329e+00 -4.276864e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -5.665672e-08 1.671316e-07 4.671865e-08 -9.849143e-08 -1.204130e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-4.904329e+00 -4.336993e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -1.108562e-07 -2.000741e-08 6.662405e-08 -2.468207e-08 8.663145e-08
-5.000000e+00 -3.823223e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 8.741541e-08 2.695530e-07 1.328263e-08 -9.693081e-08 -2.562704e-07
-5.404329e+00 -4.276864e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 -1.548312e-07 -3.763726e-08 7.604490e-08 -7.534153e-08 1.136822e-07
-5.500000e+00 -3.769030e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 1.390206e-07 -1.126827e-07 -6.822989e-08 1.512786e-07 4.445286e-08
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.000000e+00 -3.823223e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 1 0 1.005386e-07 -6.397652e-08 -4.878222e-08 1.059122e-07 1.519431e-08
-5.095671e+00 -3.310452e+00 9.999999e-01 9.999999e-01 1.000000e+00 9.999999e-01 1.195229e+00 1 0 2.064569e-07 -4.738037e-07 -4.181851e-07 2.281385e-07 5.561862e-08
-5.500000e+00 -3.769030e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.999999e-01 1.195229e+00 1 0 2.391340e-07 -3.423073e-07 -1.002171e-07 5.955931e-07 2.420902e-07
